规范番号,系列,标题,AsiaMonstr文章日期,AsiaMonstr详情页,当前官网目录状态,官方资源HEAD地址,HTTP状态,Content-Type,Content-Length,历史记录位置,核查时间,确认结果,说明
THP-63,THP,THP-63 Super Heroine In Grave Danger! Vol.63 Captain Marshall,"March 6, 2016",https://www.asiamonstr.com/giga/thp-63-super-heroine-grave-danger-vol-63-captain-marshall-sesera-harukawa.html,完整扫描未收录,https://www.giga-web.jp/db_titles/thp/thp63/pac_s.jpg,200,image/jpeg,131367,,2026-09-12T21:45:51+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
THP-67,THP,THP-67 Super Heroine in Grave Danger Vol.67,"February 17, 2017",https://www.asiamonstr.com/giga/thp-67-super-heroine-grave-danger-vol-67-beautiful-brave-women-vehement-mask-grace.html,完整扫描未收录,https://www.giga-web.jp/db_titles/thp/thp67/pac_s.jpg,200,image/jpeg,117840,,2026-09-12T21:45:51+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
THP-74,THP,THP-74 Super Heroine in Grave Danger Vol.74 -Soldier Pink!,"July 14, 2018",https://www.asiamonstr.com/giga/thp-74-super-heroine-in-grave-danger-vol-74-soldier-pink-stop-the-bomb-of-bomb-mask-hana-misora.html,完整扫描未收录,https://www.giga-web.jp/db_titles/thp/thp74/pac_s.jpg,200,image/jpeg,498155,,2026-09-12T21:45:51+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
THP-88,THP,THP-88 Super Heroine in Grave Danger!! Vol.88 Sailor Aquas W -Fight Future Me…!-,"April 13, 2021",https://www.asiamonstr.com/giga/thp-88-super-heroine-in-grave-danger-vol-88-sailor-aquas-w-fight-future-me.html,完整扫描未收录,https://www.giga-web.jp/db_titles/thp/thp88/pac_s.jpg,200,image/jpeg,121999,,2026-09-12T21:45:52+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
THZ-41,THZ,THZ-41 Super heroine In Grave Danger Vol.41,"April 16, 2013",https://www.asiamonstr.com/giga/thz-41-super-heroine-in-grave-danger-vol-41-emerald-knight.html,完整扫描未收录,https://www.giga-web.jp/db_titles/thz/thz41/pac_s.jpg,404,text/html; charset=iso-8859-1,,,2026-09-12T21:45:52+08:00,当前官网目录缺失，只有第三方历史线索,完整官网目录未收录；所测官网历史资源路径未命中，现阶段仅有 AsiaMonstr/项目历史线索。
THZ-5,THZ,THZ-05 Super-heroine desperation Vol.05,"September 17, 2017",https://www.asiamonstr.com/giga/thz-05-super-heroine-desperation-vol-05-nymph-mask-dahlia-arisa-hinata.html,完整扫描未收录,https://www.giga-web.jp/db_titles/thz/thz05/pac_s.jpg,404,text/html; charset=iso-8859-1,,,2026-09-12T21:45:53+08:00,当前官网目录缺失，只有第三方历史线索,完整官网目录未收录；所测官网历史资源路径未命中，现阶段仅有 AsiaMonstr/项目历史线索。
THZ-64,THZ,THZ-64 Super Heroine in Grave Danger!! Vol.64 Galaxy,"August 18, 2017",https://www.asiamonstr.com/giga/thz-64-super-heroine-in-grave-danger-vol-64-galaxy-investigator-ami-natsuki-narumi.html,完整扫描未收录,https://www.giga-web.jp/db_titles/thz/thz64/pac_s.jpg,200,image/jpeg,112345,,2026-09-12T21:45:55+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
THZ-67,THZ,THZ-67 Super Heroine in Grave Danger!! Vol.67,"June 16, 2018",https://www.asiamonstr.com/giga/thz-67-super-heroine-in-grave-danger-vol-67-galaxy-investigator-ali-deprived-ties-hana-misora.html,完整扫描未收录,https://www.giga-web.jp/db_titles/thz/thz67/pac_s.jpg,200,image/jpeg,545967,,2026-09-12T21:45:55+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
THZ-79,THZ,THZ-79 Super Heroine in Grave Danger!! Vol.79 Legenmirror -Blue Fenril,"September 11, 2020",https://www.asiamonstr.com/giga/thz-79-super-heroine-in-grave-danger-vol-79-legenmirror-blue-fenril-mitsuki-nagisa.html,完整扫描未收录,https://www.giga-web.jp/db_titles/thz/thz79/pac_s.jpg,200,image/jpeg,432429,0f1fe95ab25224f11cfd8fe304a3ed14a4fdd3ec:public/data/catalog.json; 8104579b6cc7411748b1685868af22e5b8d0dd77:public/data/catalog.json; b2f7a3e714bd49d9fa8c262d4460ce09c5286ec0:public/data/catalog.json; b8c1609c6eab57a96d6486d18175d4ee1c52d257:public/data/catalog.json; fb07a3ad9a69a3a57c96eab4405e1d5f45c507ed:public/data/catalog.json,2026-09-12T21:45:56+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TKVR-3,TKVR,TKVR-03 Encouragement of Heroine Neck Torture,"November 11, 2017",https://www.asiamonstr.com/giga/tkvr-03-encouragement-of-heroine-neck-torture.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tkvr/tkvr03/pac_s.jpg,200,image/jpeg,118759,,2026-09-12T21:45:56+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TLTD-67,TLTD,TLTD-67 Heroine Twisted Bondage Diana,"March 1, 2016",https://www.asiamonstr.com/giga/tltd-67-heroine-twisted-bondage-diana-nozomi-haduki.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tltd/tltd67/pac_s.jpg,200,image/jpeg,88321,,2026-09-12T21:45:56+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TMS-21,TMS,TMS-21 Ultra Hyper Woman Henshin,"February 4, 2013",https://www.asiamonstr.com/giga/tms-21-ultra-hyper-woman-henshin-akira-mizuno.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tms/tms21/pac_s.jpg,200,image/jpeg,31641,,2026-09-12T21:45:57+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TRE-43,TRE,TRE-43 Heroine Sexual Insult Vol.43 Cyber Force,"April 7, 2013",https://www.asiamonstr.com/giga/tre-43-blues-on-one-justify-sentai-heroine.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tre/tre43/pac_s.jpg,200,image/jpeg,69167,,2026-09-12T21:45:57+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TRE-48,TRE,TRE-48 Heroine Insult Vol.48 Seiger – Saiger Yellow Fights Back,"May 17, 2013",https://www.asiamonstr.com/giga/tre-48-heroine-insult-vol-48-seiger-saiger-yellow-fights-back.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tre/tre48/pac_s.jpg,200,image/jpeg,64054,,2026-09-12T21:45:57+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TRE-5,TRE,TRE-05 Heroine Insult! Vol.05,"May 2, 2013",https://www.asiamonstr.com/giga/tre-05-heroine-insult-vol-05.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tre/tre05/pac_s.jpg,200,image/jpeg,72924,,2026-09-12T21:45:57+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TRE-50,TRE,TRE-50 Security-Star,"April 16, 2013",https://www.asiamonstr.com/giga/tre-50-security-star.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tre/tre50/pac_s.jpg,404,text/html; charset=iso-8859-1,,,2026-09-12T21:45:58+08:00,当前官网目录缺失，只有第三方历史线索,完整官网目录未收录；所测官网历史资源路径未命中，现阶段仅有 AsiaMonstr/项目历史线索。
TRE-56,TRE,TRE-56 Heroine Insult Vol.56 Sound Wave Human Being Attack,"March 4, 2013",https://www.asiamonstr.com/giga/tre-56-heroine-insult-vol-56-sound-wave-human-being-attack.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tre/tre56/pac_s.jpg,200,image/jpeg,80626,,2026-09-12T21:45:59+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TRE-65,TRE,TRE-65 Heroine Insult Vol.65 Beautiful Fighter Sailor Hermes,"November 25, 2013",https://www.asiamonstr.com/giga/tre-65-heroine-insult-vol-65-beautiful-fighter-sailor-hermes-saya-aika.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tre/tre65/pac_s.jpg,200,image/jpeg,99323,,2026-09-12T21:46:00+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TRE-76,TRE,TRE-76 Heroine Insult Vol.76 Mirage Scanty,"December 19, 2014",https://www.asiamonstr.com/giga/tre-76-heroine-insult-vol-76-mirage-scanty.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tre/tre76/pac_s.jpg,200,image/jpeg,78907,,2026-09-12T21:46:00+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TRE-77,TRE,TRE-77 Heroine Insult Vol.77 SUPERLADY,"January 10, 2015",https://www.asiamonstr.com/giga/tre-77-heroine-insult-vol-77-superlady-ayumi-kuroki.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tre/tre77/pac_s.jpg,200,image/jpeg,87497,,2026-09-12T21:46:00+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TRE-92,TRE,TRE-92 Heroine Insult Vol.92 Nude St. Brave Vehement Mask First,"August 25, 2016",https://www.asiamonstr.com/giga/tre-92-heroine-insult-vol-92-nude-st-brave-vehement-mask-first-revealed-real-face-yuri-momose.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tre/tre92/pac_s.jpg,200,image/jpeg,297523,,2026-09-12T21:46:01+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TRH-17,TRH,"TRH-17 Super Heroine Returns 17, Shiraiaya Kaori","February 6, 2014",https://www.asiamonstr.com/giga/trh-17-super-heroine-returns-17-shiraiaya-kaori.html,完整扫描未收录,https://www.giga-web.jp/db_titles/trh/trh17/pac_s.jpg,200,image/jpeg,98752,,2026-09-12T21:46:01+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TRSH-41,TRSH,TRSH-41 Specializing in Heroine Torture Hell,"June 14, 2017",https://www.asiamonstr.com/giga/trsh-41-specializing-in-heroine-torture-hell.html,完整扫描未收录,https://www.giga-web.jp/db_titles/trsh/trsh41/pac_s.jpg,200,image/jpeg,204399,,2026-09-12T21:46:01+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TRSH-43,TRSH,TRSH-43 Battle Insult Jerking Off One-Game Match !!,"June 16, 2017",https://www.asiamonstr.com/giga/trsh-43-battle-insult-jerking-off-one-game-match-female-agent-vs-fighting-game.html,完整扫描未收录,https://www.giga-web.jp/db_titles/trsh/trsh43/pac_s.jpg,200,image/jpeg,99319,,2026-09-12T21:46:02+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TRSH-45,TRSH,TRSH-45 Heroine gang rape hell,"June 17, 2017",https://www.asiamonstr.com/giga/trsh-45-heroine-gang-rape-hell.html,完整扫描未收录,https://www.giga-web.jp/db_titles/trsh/trsh45/pac_s.jpg,200,image/jpeg,84896,,2026-09-12T21:46:02+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TRSH-50,TRSH,TRSH-50 Heroine Milking Torture,"June 27, 2017",https://www.asiamonstr.com/giga/trsh-50-heroine-milking-torture.html,完整扫描未收录,https://www.giga-web.jp/db_titles/trsh/trsh50/pac_s.jpg,404,text/html; charset=iso-8859-1,,,2026-09-12T21:46:02+08:00,当前官网目录缺失，只有第三方历史线索,完整官网目录未收录；所测官网历史资源路径未命中，现阶段仅有 AsiaMonstr/项目历史线索。
TRSH-60,TRSH,TRSH-60 Lethal Weapon Torture Hell,"April 21, 2016",https://www.asiamonstr.com/giga/trsh-60-lethal-weapon-torture-hell.html,完整扫描未收录,https://www.giga-web.jp/db_titles/trsh/trsh60/pac_s.jpg,404,text/html; charset=iso-8859-1,,,2026-09-12T21:46:04+08:00,当前官网目录缺失，只有第三方历史线索,完整官网目录未收录；所测官网历史资源路径未命中，现阶段仅有 AsiaMonstr/项目历史线索。
TRSH-70,TRSH,TRSH-70 Heroine Training Story,"December 17, 2017",https://www.asiamonstr.com/giga/trsh-70-heroine-training-story.html,完整扫描未收录,https://www.giga-web.jp/db_titles/trsh/trsh70/pac_s.jpg,200,image/jpeg,264265,,2026-09-12T21:46:05+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TRSH-71,TRSH,TRSH-71 Heroine Gang Rape,"February 11, 2018",https://www.asiamonstr.com/giga/trsh-71-heroine-gang-rape.html,完整扫描未收录,https://www.giga-web.jp/db_titles/trsh/trsh71/pac_s.jpg,200,image/jpeg,45657,,2026-09-12T21:46:05+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TSW-103,TSW,TSW-103 Sailor angel,"November 8, 2017",https://www.asiamonstr.com/giga/tsw-103-sailor-angel-akane-mochida.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tsw/tsw103/pac_s.jpg,200,image/jpeg,97871,,2026-09-12T21:46:06+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TSW-104,TSW,"TSW-104 Five Sentai Heroine Might Exploding Boy, Izumi Marin","November 8, 2013",https://www.asiamonstr.com/giga/tsw-104-five-sentai-heroine-might-exploding-boy-izumi-marin.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tsw/tsw104/pac_s.jpg,200,image/jpeg,25027,,2026-09-12T21:46:06+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TSW-126,TSW,TSW-126 heroine heroine tokusatsu Laboratories Limited VER multiple personality,"March 5, 2013",https://www.asiamonstr.com/giga/tsw-126-heroine-heroine-tokusatsu-laboratories-limited-ver-multiple-personality-rui-saotome.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tsw/tsw126/pac_s.jpg,200,image/jpeg,75895,,2026-09-12T21:46:06+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TSW-138,TSW,TSW-138 Rape heroine to fall in sex slaves,"April 16, 2013",https://www.asiamonstr.com/giga/tsw-138-rape-heroine-to-fall-in-sex-slaves.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tsw/tsw138/pac_s.jpg,200,image/jpeg,68282,,2026-09-12T21:46:07+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TSW-30,TSW,TSW-30 Heroine Suppression – Spandexer Marvelous,"October 24, 2017",https://www.asiamonstr.com/giga/tsw-30-heroine-suppression-spandexer-marvelous.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tsw/tsw30/pac_s.jpg,200,image/jpeg,127911,,2026-09-12T21:46:07+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TSW-73,TSW,TSW-73 A huge masturbation,"December 9, 2017",https://www.asiamonstr.com/giga/tsw-73-a-huge-masturbation-arisa-hinata.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tsw/tsw73/pac_s.jpg,404,text/html; charset=iso-8859-1,,,2026-09-12T21:46:07+08:00,当前官网目录缺失，只有第三方历史线索,完整官网目录未收录；所测官网历史资源路径未命中，现阶段仅有 AsiaMonstr/项目历史线索。
TSW-97,TSW,TSW-97 Justion Blue Swan,"November 7, 2017",https://www.asiamonstr.com/giga/tsw-97-justion-blue-swan-akira-ithinose.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tsw/tsw97/pac_s.jpg,200,image/jpeg,101878,,2026-09-12T21:46:09+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TSW-99,TSW,"TSW-99 SPIDEY LADY, Izumi Marin","February 6, 2014",https://www.asiamonstr.com/giga/tsw-99-spidey-lady-izumi-marin.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tsw/tsw99/pac_s.jpg,200,image/jpeg,32212,,2026-09-12T21:46:09+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TSWN-1,TSWN,"TSWN-001 Exciting Heroine Star Decker, Kitada Yuuho","July 7, 2014",https://www.asiamonstr.com/giga/tswn-001-exciting-heroine-star-decker-kitada-yuuho.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tswn/tswn001/pac_s.jpg,200,image/jpeg,76678,,2026-09-12T21:46:09+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TSWN-10,TSWN,TSWN-010 Space Agent Anis In Danger Adult Version,"February 4, 2013",https://www.asiamonstr.com/giga/tswn-10.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tswn/tswn010/pac_s.jpg,200,image/jpeg,72987,,2026-09-12T21:46:10+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TSWN-12,TSWN,"TSWN-012 Misty Ranger In Grave Danger Adult Version, Kanno Yuria","November 8, 2013",https://www.asiamonstr.com/giga/tswn-012-misty-ranger-in-grave-danger-adult-version-kanno-yuria.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tswn/tswn012/pac_s.jpg,200,image/jpeg,74683,,2026-09-12T21:46:10+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TSWN-2,TSWN,"TSWN-002 Bird Fighter – Bird Pink in Crisis Adult Ver, Suma Anri","February 6, 2014",https://www.asiamonstr.com/giga/tswn-002-bird-fighter-bird-pink-in-crisis-adult-ver-suma-anri.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tswn/tswn002/pac_s.jpg,200,image/jpeg,91907,,2026-09-12T21:46:11+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TSWN-3,TSWN,"TSWN-003 Exciting Heroine Sailor Lumiere Magic, Katou Yume","July 7, 2014",https://www.asiamonstr.com/giga/tswn-003-exciting-heroine-sailor-lumiere-magic-katou-yume.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tswn/tswn003/pac_s.jpg,200,image/jpeg,72557,,2026-09-12T21:46:11+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TSWN-37,TSWN,TSWN-037 Lolita Heroine Lolider Ren Azumi,"January 10, 2014",https://www.asiamonstr.com/giga/tswn-037-lolita-heroine-lolider.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tswn/tswn037/pac_s.jpg,200,image/jpeg,125556,,2026-09-12T21:46:11+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TSWN-39,TSWN,TSWN-039 Heroine Insult Until she degrades herself and becomes a sex slave,"November 8, 2013",https://www.asiamonstr.com/giga/tswn-039-heroine-insult-degrades-sex-slave.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tswn/tswn039/pac_s.jpg,200,image/jpeg,197967,,2026-09-12T21:46:12+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TSWN-4,TSWN,TSWN-004 Exciting Heroine Gaia lady Adult Ver,"March 5, 2013",https://www.asiamonstr.com/giga/tswn-004-exciting-heroine-gaia-lady-adult-ver.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tswn/tswn004/pac_s.jpg,200,image/jpeg,77718,,2026-09-12T21:46:12+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TSWN-6,TSWN,TSWN-006 Exciting Heroine Electro-Mechanical Fighter Redoll,"February 4, 2013",https://www.asiamonstr.com/giga/tswn-006-exciting-heroine-electro-mechanical-fighter-redoll.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tswn/tswn006/pac_s.jpg,200,image/jpeg,81766,,2026-09-12T21:46:13+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TSWN-9,TSWN,"TSWN-009 Exciting Heroine – Color Ranger – Adult Version, Shiro Seyuyu","November 8, 2013",https://www.asiamonstr.com/giga/tswn-009-exciting-heroine-color-ranger-adult-version-shiro-seyuyu.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tswn/tswn009/pac_s.jpg,200,image/jpeg,72611,,2026-09-12T21:46:15+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TTRE-8,TTRE,TTRE-08 Heroine Tentacle Insult Vol 08,"February 4, 2013",https://www.asiamonstr.com/giga/ttre-08-heroine-tentacle-insult-vol-08-moon-soldier.html,完整扫描未收录,https://www.giga-web.jp/db_titles/ttre/ttre08/pac_s.jpg,200,image/jpeg,224523,,2026-09-12T21:46:15+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TZZ-22,TZZ,"TZZ-22 Freedom Fighter Phoenix, Hinata Arisa","June 17, 2013",https://www.asiamonstr.com/giga/tzz-22-freedom-fighter-phoenix-hinata-arisa.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tzz/tzz22/pac_s.jpg,404,text/html; charset=iso-8859-1,,,2026-09-12T21:46:15+08:00,当前官网目录缺失，只有第三方历史线索,完整官网目录未收录；所测官网历史资源路径未命中，现阶段仅有 AsiaMonstr/项目历史线索。
TZZ-25,TZZ,TZZ-25 – Sentai Slut Fuck Cosplay Debauchery,"February 10, 2013",https://www.asiamonstr.com/giga/tzz-25-sentai-slut-fuck-cosplay-debauchery-rika-yamanaka.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tzz/tzz25/pac_s.jpg,200,image/jpeg,108839,,2026-09-12T21:46:17+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TZZ-30,TZZ,"TZZ-30 Astro Ranger Neo, Uehara Chinatsu, Mochida Akane","July 24, 2013",https://www.asiamonstr.com/giga/tzz-30-astro-ranger-neo-uehara-chinatsu-mochida-akane.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tzz/tzz30/pac_s.jpg,200,image/jpeg,110819,,2026-09-12T21:46:17+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
TZZ-34,TZZ,TZZ-34 Space Investigator Anika Mochida Akane,"February 4, 2013",https://www.asiamonstr.com/giga/tzz-34-space-investigator-anika.html,完整扫描未收录,https://www.giga-web.jp/db_titles/tzz/tzz34/pac_s.jpg,200,image/jpeg,297060,,2026-09-12T21:46:17+08:00,确认当前官网目录已移除（官方资源残留）,完整官网目录未收录该番号；官网域名下的历史封面资源仍以图像响应。
